type,chapter,chapterTitle,department,departmentTitle,section,sectionTitle,article,articleTitle,2013,2014,2015,2016,2017,2018
depenses,,,0,Ministère d'Etat,00.3,Conseil d'Etat,11.000,Traitements des fonctionnaires,1075432,1137669,1211166,1240493,1268618,1313284
depenses,,,0,Ministère d'Etat,00.3,Conseil d'Etat,11.010,Indemnités des employés occupés à titre permanent,287017,310136,324423,332271,339804,351768
depenses,,,0,Ministère d'Etat,00.3,Conseil d'Etat,11.020,Indemnités des employés occupés à titre temporaire,0,2000,1992,2041,2087,2161
depenses,,,0,Ministère d'Etat,00.3,Conseil d'Etat,11.030,Salaires des ouvriers occupés à titre permanent,61596,62372,60414,61879,63283,65510
depenses,,,0,Ministère d'Etat,00.3,Conseil d'Etat,11.040,Salaires des ouvriers occupés à titre temporaire,0,100,100,100,100,100
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,11.000,Traitements des fonctionnaires,10902798,13194219,14363017,14710931,15044457,15574153
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,11.130,Indemnités pour services extraordinaires,185553,208000,200000,205416,209267,213191
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.000,Indemnités pour services de tiers,2938,2700,2700,2773,2825,2877
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.010,"Frais de route et de séjour, frais de déménagement",31480,30000,30000,30570,31151,31774
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.011,Frais de route et de séjour à l'étranger (gouvernement et autres administrations),196154,243000,200000,203800,207673,211827
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.012,Frais de route et de séjour à l'étranger,755021,900000,922500,945562,969202,993432
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.020,Frais d'exploitation des véhicules automoteurs,5986,6300,9300,9551,9733,9918
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.021,Service Information et Presse: frais d'exploitation des véhicules automoteurs,1652,3000,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.040,"Frais de bureau: journaux, livres et périodiques",20905,15000,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.041,Service central de législation: frais de bureau,2276,2800,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.050,Achat de biens et de services postaux,741931,666000,700000,700000,700000,700000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.070,Service information et presse : frais d'entretien d'équipements informatiques et audiovisuels,48231,75000,65000,66755,68023,69316
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.080,Bâtiments: exploitation et entretien,79093,77500,79593,81106,82648,84300
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.110,Frais de contentieux,2616010,315000,315000,315000,315000,315000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.120,Frais d'experts et d'études,39542,216000,216000,216000,216000,216000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.125,Service information et presse : frais d'experts et d'études en matière informatique,241127,225000,237000,243399,248024,252736
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.130,Frais de publication de communiqués officiels,967252,900000,900000,855000,812250,771637
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.131,"Frais de publication du Mémorial, de codes, de recueils de législation, de guides pratiques et de projets de loi, sur papier et sur support informatique, et frais relatifs aux travaux préparatoires à ces publications; frais d'exploitation et d'entretien du site Internet legilux.lu; dépenses diverses",7764425,5000000,7900000,8113300,3000000,2000000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.140,"Frais de publicité, de sensibilisation et d'information",0,0,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.170,Acquisition et entretien de petit outillage et d'équipements spéciaux de faible valeur; dépenses diverses,810,900,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.260,Frais d'exploitation et frais administratifs; dépenses diverses,0,0,18725,19082,19446,19835
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.300,Indemnités de représentation des membres du gouvernement,518724,701000,724470,738020,748689,765808
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.305,"Frais en relation avec l'organisation de conférences, de colloques, de séminaires nationaux et internationaux à Luxembourg",0,100000,100000,100000,100000,100000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.321,Frais en relation avec des actes et manifestations de la vie publique à caractère protocolaire ou social; dépenses diverses,1586899,1600000,1640000,1681000,1723025,1766101
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.330,Dépenses pour distinctions honorifiques,300065,230000,230000,230000,230000,230000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.340,"Service information et presse: journaux et périodiques, frais d'impression et de publication, documentation; promotion de l'image de marque du Grand-Duché de Luxembourg; frais d'études et dépenses diverses",504255,500000,500000,462150,470931,479979
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.341,Service information et presse : frais d'abonnement à des agences de diffusion d'informations,123403,150000,130000,133510,136047,138632
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.343,Service de renseignements: frais de fonctionnement; frais d'installation et autres,612000,525000,525000,525000,525000,525000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.344,Centre de Documentation et de Recherche sur la Résistance et Comité Directeur pour le Souvenir de la Résistance: dépenses diverses,15107,16200,16200,16200,16200,16200
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.346,Service information et presse: frais de développement de réseaux électroniques d'information,205510,101000,95000,97565,99419,101308
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.347,Centre de Documentation et de Recherche sur l'Enrôlement forcé et Comité Directeur pour le Souvenir de l'Enrôlement forcé: dépenses diverses,33954,30600,30600,30600,30600,30600
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.350,Dépenses diverses jugées opportunes par le gouvernement,117581,45000,45000,45000,45000,45000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.360,Frais en relation avec l'organisation d'élections et de référendums,102001,200000,600000,600000,100,650000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.380,Réseau radio intégré et unique pour les besoins de divers services publics: installation et location de lignes téléphoniques; redevances; entretien et réparation des équipements radio-électriques; consommation; frais d'experts et d'études,2404506,3100000,7715022,7241744,4823279,4822279
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.385,Computer Emergency Response Team: frais de mise en oeuvre et d'exploitation des opérations de prévention et de prise en charge de la lutte contre la cybercriminalité,497860,480000,520000,520000,520000,520000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.390,"Dépenses en relation avec l'élaboration et la mise en oeuvre du plan gouvernemental ""Digital Lëtzebuerg""",0,0,900000,900000,900000,900000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,33.002,Participation à la mise en place d'un réseau national de maisons de la laïcité,0,100,100,100,100,100
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,33.005,Financement des partis politiques,2556566,2565000,2603595,2603595,2603595,2603595
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,33.010,Subsides aux organisations professionnelles de la presse,93463,93463,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,33.013,Subventions dans l'intérêt de la réalisation d'études et de recherches dans le domaine de la coopération européenne et internationale,455000,409500,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,34.040,Dommages-intérêts dus à la suite de faits dommageables engageant la responsabilité de l'Etat,180431,200000,200000,200000,200000,200000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,34.090,Subsides jugés opportuns par le gouvernement,8200,18000,18000,18000,18000,18000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,35.060,Contribution à des organismes internationaux,58000,58000,58000,58000,58000,58000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,43.000,Remboursement des dépenses relatives aux opérations électorales et référendaires avancées par les communes,1554525,2000000,1100000,1100000,100,1100000
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.510,"Frais de route et de séjour, frais de déménagement",0,3462,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.512,"Frais de route et de séjour, frais de déménagement",0,0,1215,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.550,Achat de biens et de services postaux et de télécommunications,0,2709,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.805,Achats de biens et services spécifiques,0,0,17550,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.821,Frais en relation avec des actes et manifestations de la vie publique à caractère protocolaire ou social; dépenses diverses,19205,253375,2474,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.841,Frais d'abonnement à des agences de diffusion d'informations,1442,0,0,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,12.860,Frais en relation avec l'organisation d'élections et de référendums,0,0,31216,0,0,0
depenses,,,0,Ministère d'Etat,00.4,Gouvernement,43.500,Remboursement des dépenses relatives aux opérations électorales et référendaires avancées par les communes.,0,0,2621,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,11.000,Traitements des fonctionnaires,408731,416259,436713,447290,457431,473536
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,11.010,Indemnités des employés occupés à titre permanent,230601,206422,216701,221941,226973,234964
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,11.020,Indemnités des employés occupés à titre temporaire,1406,1550,1594,1633,1670,1729
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.010,"Frais de route et de séjour, frais de déménagement",5857,6000,6000,6000,6000,6000
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.040,Frais de bureau,29880,27000,0,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.050,Achat de biens et de services postaux et de télécommunications,13744,15300,0,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.060,Location et entretien des installations de télécommunications,0,500,0,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.080,Bâtiments: exploitation et entretien,21809,20000,22770,23203,23644,24117
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.120,"Conseil économique et social: indemnités des membres, frais d'experts et d'études; frais de traduction",216707,225000,230045,232313,236256,242184
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.121,"Délégations luxembourgeoises du Comité économique et social de la Grande Région, du Comité économique et social européen: indemnités des membres, frais d'experts et d'études, frais de traduction",8407,10000,10000,10190,10384,10592
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.125,Frais d'experts et d'études en matière informatique,0,1000,1000,1000,1000,1000
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.130,Frais de publication,10045,18000,0,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.260,Frais d'exploitation et frais administratifs; dépenses diverses,0,0,62300,63800,64600,65800
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,12.310,"Délégations luxembourgeoises du Comité économique et social de l'UE (CESE) et du Comité économique et social de la Grande Région (CESGR): frais de réunion, frais de secrétariat",1406,1500,0,0,0,0
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,35.060,Contributions à des organismes internationaux,4000,4500,4500,4586,4673,4766
depenses,,,0,Ministère d'Etat,00.5,Conseil économique et social,35.560,Contribution à des organismes internationaux,1000,0,0,0,0,0
depenses,,,0,Ministère d'Etat,00.6,Haut-Commissariat à la Protection Nationale,12.120,Agence Nationale de la Sécurité des Systèmes d'Information: frais d'experts et d'études,0,0,200000,200000,200000,200000
depenses,,,0,Ministère d'Etat,00.6,Haut-Commissariat à la Protection Nationale,12.345,Frais de fonctionnement; frais de bureau; dépenses diverses,49396,45000,91560,150000,200000,250000
depenses,,,0,Ministère d'Etat,00.6,Haut-Commissariat à la Protection Nationale,12.356,Frais de fonctionnement pour la gestion de crises,15869,35000,35000,35000,35000,35000
depenses,,,0,Ministère d'Etat,00.7,Cultes,11.000,Traitements des ministres des cultes,23662582,24505075,23985359,24565843,25122799,26007342
depenses,,,0,Ministère d'Etat,00.7,Cultes,12.080,Séminaire de Luxembourg: bâtiments: exploitation et entretien,24028,25000,25000,25000,25000,25000
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.010,Culte catholique: remboursement de frais d'alimentation et de reliure de la bibliothèque du séminaire,6250,6250,6250,6250,6250,6250
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.011,Subsides aux cultes protestants,44758,44280,44880,44880,44880,44880
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.012,Subsides au culte israélite,24500,24500,24500,24500,24500,24500
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.013,Subsides pour activités interconfessionnelles,0,3000,3000,3000,3000,3000
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.014,Subsides au culte catholique,41150,41150,41150,41150,41150,41150
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.015,Subsides aux cultes orthodoxes,3000,3000,3000,3000,3000,3000
depenses,,,0,Ministère d'Etat,00.7,Cultes,33.016,Subsides au culte musulman,2480,2480,2480,2480,2480,2480
depenses,,,0,Ministère d'Etat,00.7,Cultes,34.060,Culte catholique: bourses d'études aux élèves du séminaire,2480,2480,2480,2480,2480,2480
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,11.132,Indemnités pour services extraordinaires,54622,55400,57000,57980,59080,60260
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,11.136,Conseil national des programmes: indemnités pour services extraordinaires,1016,100,0,0,0,0
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.010,"Frais de route et de séjour, frais de déménagement",0,100,100,100,100,100
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.011,"Conseil National des programmes: frais de route et de séjour, frais de déménagement",874,100,0,0,0,0
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.012,Frais de route et de séjour à l'étranger,83398,92000,110000,110000,110000,110000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.013,Conseil National des programmes: frais de route et de séjour à l'étranger,9386,100,0,0,0,0
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.020,Frais d'exploitation des véhicules automoteurs,827,1500,1300,2000,1300,2000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.040,"Frais de bureau: journaux, livres et périodiques",130,500,500,500,500,500
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.080,Bâtiments; exploitation et entretien,3393,3400,3495,3560,3625,3700
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.120,Frais d'experts et d'études,64717,82000,225000,231000,235000,240000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.125,Frais d'experts et d'études en matière informatique,15959,20500,21300,21705,22120,22560
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.191,Frais de formation professionnelle,145,500,250,250,250,250
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.300,"Conseil National des programmes: indemnités pour services de tiers, honoraires d'experts, frais de documentation, dépenses diverses",29351,15900,0,0,0,0
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.345,"Médias et communications : indemnités pour services de tiers, honoraires d'experts, frais de promotion, frais de documentation, acquisition de machines de bureau et d'équipements spéciaux, dépenses diverses",474072,492090,487000,500000,510000,520000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,12.370,Prise en charge par l'Etat des frais relatifs à l'établissement d'une pige publicitaire luxembourgeoise,263930,271500,64350,50000,30000,15000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,31.050,Promotion de la presse écrite,7132197,7000000,7420000,7470000,7750000,7925000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,31.052,Subside à la société BCE (Broadcast Center Europe) pour contribution aux frais d'exploitation en vue d'assurer le maintien des infrastructures essentielles de télévision,950000,950000,950000,950000,950000,950000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,33.012,Médias et communications: subsides à des associations,4000,5000,98463,98463,98463,98463
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,35.030,Contributions à des organismes internationaux,4999,5000,5000,5000,5000,5000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,41.010,Prise en charge par l'Etat des frais encourus par l'autorité de régulation indépendante en matière postale,0,100,0,0,0,0
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,41.011,"Dotation en faveur de l'établissement public ""Commission Nationale pour la Protection des Données""",1655000,1655000,1714200,1821200,1945200,2115200
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,41.012,"Dotation dans l'intérêt de l'établissement public ""Fonds national de soutien à la production audiovisuelle""",40000000,40000000,33333000,33333000,33333000,33333000
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,41.013,"Dotation en faveur de l'établissement public ""Autorité Luxembourgeoise Indépendante de l'Audiovisuel""",0,588750,724095,841899,765737,773337
depenses,,,0,Ministère d'Etat,00.8,Médias et Communications,41.014,Dotation dans l'intérêt de l'établissement public chargé de diffuser des programmes de radio socioculturels,4796782,4952000,5492993,5723700,6008255,6090472
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,11.010,Indemnités des employés occupés à titre permanent,135730,227140,245859,251810,257518,266586
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,11.130,Indemnités pour services extraordinaires,894,2775,1200,1200,1200,1200
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.000,Indemnités pour services de tiers,5850,4875,5000,5000,5000,5000
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.010,"Frais de route et de séjour, frais de déménagement",76,100,100,100,100,100
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.011,Frais de route et de séjour à l'étranger,5758,7200,9000,10000,10000,10500
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.040,Frais de bureau,8698,6300,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.050,Achat de biens et de services postaux et de télécommunications,1615,1500,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.080,Bâtiments: exploitation et entretien,719,500,400,400,400,400
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.100,Loyers d'immeubles et charges locatives accessoires payés à des secteurs autres que le secteur des administrations publiques,19312,1000,100,100,100,100
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.120,Frais d'experts et d'études,0,2700,1200,0,0,0
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.130,Frais de publication,1638,2500,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.190,"Colloques, séminaires, stages et journées d'études, frais d'organisation et de participation",3706,2700,3500,5000,5200,5500
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,12.260,Frais d'exploitation et frais administratifs; dépenses diverses,0,0,8100,9000,9500,10000
depenses,,,1,Ministère des Affaires étrangères,00.9,Commission consultative des Droits de l'Homme du Grand-Duché de Luxembourg,35.060,Contribution à des organismes internationaux,4435,5400,8400,8500,8500,8500
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,11.130,Indemnités pour services extraordinaires,18979,20250,20250,20798,21188,21585
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,11.300,Frais de personnel en relation avec le siège du Luxembourg comme membre non permanent du Conseil de Sécurité des Nations Unies,526944,573568,135113,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.012,Frais de route et de séjour à l'étranger,1190409,1250000,1300000,1324839,1350621,1377802
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.020,Frais d'exploitation des véhicules automoteurs,4844,6000,5500,5605,5714,5829
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.040,Frais de bureau,70695,73000,169170,172402,175757,179294
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.060,"Coût du fonctionnement du système de réception, de circulation et d'archivage de l'information du Ministère des affaires étrangères et de ses missions à l'étranger; frais d'assistance et de formation y relatifs",1394487,1429582,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.061,Frais d'activation et d'abonnement pour système de communication d'urgence,0,0,22470,22899,23345,23815
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.070,Frais d'entretien des équipements informatiques,1660,1870,1800,1834,1870,1908
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.080,Bâtiments: exploitation et entretien,20769,25000,24000,24459,24935,25436
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.120,Frais d'experts et d'études,0,100,100,100,100,100
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.121,Frais de traduction,0,3500,3150,3210,3273,3339
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.125,"Frais d'entretien, de fonctionnement et de maintenance des sites Internet du Ministère des Affaires Etrangères et de ses missions à l'étranger; dépenses diverses",26687,27000,16050,16357,16675,17011
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.140,"Actions d'information et de sensibilisation de l'opinion publique luxembourgeoise relatives à l'Union Européenne et à son élargissement; activités de promotion du Luxembourg, notamment dans le cadre des activités des missions diplomatiques et consulaires",58036,40000,74500,24000,24467,24959
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.190,"Participation à des stages et cours de perfectionnement; participation à des cours de formation en vue des concours d'admission à des organisations internationales ou européennes, stages d'accueil pour jeunes cadres: frais d'organisation et de participation",6279,8500,7650,7796,7948,8108
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.192,Frais d'organisation et de réalisation de conférences au Luxembourg,0,100,100,100,100,100
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.250,"Activités en relation avec le siège de membre non-permanent du Luxembourg au Conseil de sécurité des Nations Unies, activités des missions diplomatiques et consulaires dans le même but",152030,149000,5000,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.251,Prise en charge transitoire des frais de fonctionnement de la Cour d'appel de la juridiction unifiée en matière de brevets,0,0,1016438,957471,1316754,1348203
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.300,Passeports et visas: frais d'acquisition de matériel; entretien et réparation des machines; dépenses diverses,648213,758155,758215,745049,995000,745000
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.310,Achat de timbres de chancellerie,37800,35000,38000,38726,39480,40274
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.320,Frais d'abonnement à des agences d'information et à des bases de données,58674,68500,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.321,Frais d'activation et d'abonnement pour système de communication d'urgence,6479,21950,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.340,Comité de coordination pour l'installation d'institutions et d'organismes européens: frais de fonctionnement,414763,432513,455595,455595,455595,455595
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.350,Frais de fonctionnement des consulats honoraires luxembourgeois à l'étranger,32659,41000,40500,41274,42077,42924
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.352,Aide aux Luxembourgeois en situation de détresse à l'étranger,0,3000,3000,3000,3000,3000
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.361,Dépenses diverses en rapport avec les obligations protocolaires et avec la représentation extérieure du Ministère des Affaires Etrangères,26678,25000,25000,25478,25973,26496
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.362,Frais protocolaires en relation avec l'aéroport,0,100,100,100,100,100
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,33.010,Subsides à des sociétés de bienfaisance ou d'aide sociale luxembourgeoises ou à d'autres associations luxembourgeoises poursuivant des buts internationaux ou ayant pour objet de sauvegarder les intérêts nationaux à l'étranger,20149,23500,20050,20433,20831,21250
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,35.010,Centres communs des visas de pays membres de l'UE: participation aux frais de fonctionnement,0,100,5000,5000,5000,5000
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,35.060,Conférences et réunions internationales: participation aux frais communs; dépenses diverses des délégations luxembourgeoises; frais généraux,15702,22861,15702,16002,16313,16642
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,11.630,Indemnités pour services extraordinaires,0,1182,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.540,Frais de bureau,0,0,155,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.570,Frais d'entretien des équipements informatiques,0,200,0,0,0,0
depenses,,,1,Ministère des Affaires étrangères,01.0,Dépenses générales,12.820,Frais d'abonnement à des agences d'information et à des bases de données,0,21698,0,0,0,0
